Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Record Count,Record Count,Month-Year
,IV,Detox,Friday,,,,Resisted HC,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,,No weapon (unarmed),543500,North Precinct,13,,348527951,286932,White,Male,No,47,349000000000000,Active,,,,,,,,Dispatched,,Yes,,1,1,Jul-18
,IV,Detox,Friday,,,,Resisted HC,,,,,,,,-,Unwanted Person,UNWANTED PERSON,,No,,No weapon (unarmed),271169,DVD,19,,248519470,1801818,White,Male,No,41,1800000000000000,Active,,,,,,,,Dispatched,Yes,,,1,1,Nov-17
,IV,Detox,Friday,,,,Resisted HC,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,No,,No weapon (unarmed),795518,Central Precinct,29,,346519471,618010,White,Male,Yes,29,618000000000000,Active,,,,,,,,Dispatched,Yes,,,1,1,Nov-17
,IV,Detox,Friday,,,,Resisted HC,Control Against Resistance,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,,No weapon (unarmed),334481,East Precinct,9,,884527156,524014,White,Male,Yes,42,885000000000000,Active,Active,,,,,,,Dispatched,,Yes,,1,1,May-18
,IV,Detox,Friday,,,,Resisted HC,Takedown (IV),,,,,,,0000-0559,TriMet,TRIMET INCIDENT - PRIORITY,,,,No weapon (unarmed),455191,Central Precinct,2,,215538020,1927270,Asian,Female,Yes,34,217465290,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Jul-19
,IV,Detox,Friday,,,,Resisted HC,Takedown (IV),,,,,,,0000-0559,TriMet,TRIMET INCIDENT - PRIORITY,,,,No weapon (unarmed),774420,Central Precinct,11,,215538020,1927270,Asian,Female,Yes,34,217465290,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Jul-19
,IV,Detox,Friday,,,,Takedown,Resisted HC,,,,,,,-,Unwanted Person,UNWANTED PERSON,,No,,No weapon (unarmed),832530,DVD,17,,248519470,1801818,White,Male,Yes,41,1800000000000000,Aggressive,Active,,,,,,,Dispatched,Yes,Yes,,1,1,Nov-17
,IV,Escaped,Friday,,,,Box-in VIS,,,,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,,No weapon (unarmed),544502,Central Precinct,1,,867557766,132311,Black,Male,No,,867690077,Active,,,,,,,,Self-Initiated,,,,1,1,Jul-21
,IV,Escaped,Friday,,,,Box-in VIS,,,,,,,,0600-1159,Stolen Vehicle,VEHICLE STOLEN - COLD,,,,No weapon (unarmed),961440,North Precinct,10,,716537025,124803,Hispanic,Male,Unknown,,716661828,Passive,,,,,,,,Self-Initiated,,,,1,1,Apr-19
,IV,Escaped,Friday,,,,Box-in VIS,,,,,,,,0600-1159,Traffic Stop,TRAFFIC STOP,,,,No weapon (unarmed),672710,East Precinct,18,,663557624,416666,White,Male,No,39,663974290,Active,,,,,,,,Self-Initiated,,,,1,1,Jul-21
,IV,Release to Medical,Friday,,,,CEW,,,,,,,,0000-0559,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,,,949741,North Precinct,6,,218526720,1606215,Asian,Male,No,21,1610000000000000,Aggressive,,,,,,,,Dispatched,,,,1,1,Mar-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,0000-0559,Area/Premise Check,AREA CHECK,,,,No weapon (unarmed),774420,Central Precinct,10,,600526223,597644,White,Male,Yes,30,598000000000000,Active,,,,,,,,Dispatched,,Yes,,1,1,Feb-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),949741,North Precinct,7,,779546755,1246548,White,Female,No,29,780793303,Aggressive,,,,,,,,Dispatched,,Yes,,1,1,Apr-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,Yes,,No weapon (unarmed),243171,Central Precinct,4,,1011559307,436271,Black,Male,No,36,1011995578,Active,,,,,,,,Dispatched,,Yes,,1,1,Dec-21
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,0600-1159,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,,,554201,Central Precinct,2,,774546685,1780961,White,Female,No,19,776327646,Active,,,,,,,,Dispatched,,Yes,,1,1,Mar-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,0600-1159,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,,,987539,East Precinct,24,,774546685,1780961,White,Female,No,19,776327646,Active,,,,,,,,Dispatched,,Yes,,1,1,Mar-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - COLD,,Yes,,No weapon (unarmed),434191,North Precinct,1,,685526464,226270,Black,Female,No,37,226000000000000,Active,,,,,,,,Dispatched,,,,1,1,Mar-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - COLD,,Yes,,No weapon (unarmed),806220,North Precinct,11,,685526464,226270,Black,Female,No,37,226000000000000,Active,,,,,,,,Dispatched,,,,1,1,Mar-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Assist,ASSIST - CITIZEN OR AGENCY,,Yes,Needle / Spit / Bodily Fluids,,214161,North Precinct,1,,633535964,1971398,Black,Female,No,29,635507362,Active,,,,,,,,Dispatched,,,,1,1,Jan-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Assist,ASSIST - CITIZEN OR AGENCY,,Yes,Needle / Spit / Bodily Fluids,,471290,North Precinct,11,,633535964,1971398,Black,Female,No,29,635507362,Active,,,,,,,,Dispatched,,,,1,1,Jan-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Assist,ASSIST - CITIZEN OR AGENCY,,Yes,,No weapon (unarmed),1102751,East Precinct,7,,415547712,236773,White,Male,No,45,415784485,Aggressive,,,,,,,,Dispatched,,,,1,1,Jun-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Assist,MEDICAL ASSIST,,,,,215161,East Precinct,1,,611526383,609927,White,Male,Yes,33,610000000000000,Active,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,1,1,Mar-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Assist,MEDICAL ASSIST,,,Needle / Spit / Bodily Fluids,,500492,Central Precinct,1,,883557696,1710750,White,Female,No,29,885268446,Active,,,,,,,,Dispatched,Yes,,,1,1,Jul-21
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Assist,MEDICAL ASSIST,,,Needle / Spit / Bodily Fluids,,779121,Central Precinct,2,,883557696,1710750,White,Female,No,29,885268446,Active,,,,,,,,Dispatched,Yes,,,1,1,Jul-21
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Assist,MEDICAL ASSIST,,Yes,,No weapon (unarmed),216161,East Precinct,1,,884526146,3893903,White,Male,No,68,3890000000000000,Active,,,,,,,,Self-Initiated,,,,1,1,Feb-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Assist,MEDICAL ASSIST,,Yes,,No weapon (unarmed),212461,East Precinct,9,,884526146,3893903,White,Male,No,68,3890000000000000,Active,,,,,,,,Self-Initiated,,,,1,1,Feb-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,No weapon (unarmed),752121,Central Precinct,4,,779556415,513730,White,Female,Yes,34,780070145,Active,,,,,,,,Dispatched,,,,1,1,Mar-21
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,No weapon (unarmed),311971,Central Precinct,5,,779556415,513730,White,Female,Yes,34,780070145,Active,,,,,,,,Dispatched,,,,1,1,Mar-21
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,No weapon (unarmed),372179,Central Precinct,20,,859539106,4076892,Black,Male,Yes,27,863615998,Active,,,,,,,,Self-Initiated,,,,1,1,Oct-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,No weapon (unarmed),216161,East Precinct,2,,382539361,164691,White,Female,No,49,382704052,Active,,,,,,,,Dispatched,,Yes,,1,1,Oct-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,No weapon (unarmed),687009,East Precinct,14,,382539361,164691,White,Female,No,49,382704052,Active,,,,,,,,Dispatched,,Yes,,1,1,Oct-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,Needle / Spit / Bodily Fluids,,221462,Central Precinct,1,,163548679,532715,White,Female,Yes,21,164081394,Active,,,,,,,,Dispatched,Yes,Yes,Weapon Present or reported but not used or threatened use,1,1,Oct-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,Needle / Spit / Bodily Fluids,,293271,Central Precinct,2,,163548679,532715,White,Female,Yes,21,164081394,Active,,,,,,,,Dispatched,Yes,Yes,Weapon Present or reported but not used or threatened use,1,1,Oct-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,Needle / Spit / Bodily Fluids,,495291,Central Precinct,2,,163548679,532715,White,Female,Yes,21,164081394,Active,,,,,,,,Dispatched,Yes,Yes,Weapon Present or reported but not used or threatened use,1,1,Oct-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,Needle / Spit / Bodily Fluids,,439991,Central Precinct,6,,163548679,532715,White,Female,Yes,21,164081394,Active,,,,,,,,Dispatched,Yes,Yes,Weapon Present or reported but not used or threatened use,1,1,Oct-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,Needle / Spit / Bodily Fluids,,905631,Central Precinct,9,,163548679,532715,White,Female,Yes,21,164081394,Active,,,,,,,,Dispatched,Yes,Yes,Weapon Present or reported but not used or threatened use,1,1,Oct-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,Needle / Spit / Bodily Fluids,,1100751,Central Precinct,9,,163548679,532715,White,Female,Yes,21,164081394,Active,,,,,,,,Dispatched,Yes,Yes,Weapon Present or reported but not used or threatened use,1,1,Oct-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),384081,East Precinct,2,,718527245,3716357,White,Female,No,20,7190000000000000,Active,,,,,,,,Dispatched,,,,1,1,May-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,Yes,,No weapon (unarmed),212461,East Precinct,10,,718527245,3716357,White,Female,No,20,7190000000000000,Active,,,,,,,,Dispatched,,,,1,1,May-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Missing Person,"MISSING - PERSON LOST,FOUND,RUNNER",,Yes,,No weapon (unarmed),588301,,2,,911548296,4083179,White,Female,No,32,915631475,Active,,,,,,,,Dispatched,,,,1,1,Sep-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Missing Person,"MISSING - PERSON LOST,FOUND,RUNNER",,Yes,,No weapon (unarmed),491391,Central Precinct,1,,911548296,4083179,White,Female,No,32,915631475,Active,,,,,,,,Dispatched,,,,1,1,Sep-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Missing Person,"MISSING - PERSON LOST,FOUND,RUNNER",,Yes,,No weapon (unarmed),1020641,Central Precinct,9,,911548296,4083179,White,Female,No,32,915631475,Active,,,,,,,,Dispatched,,,,1,1,Sep-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Other,FOLLOW-UP,,Yes,,,431191,Central Precinct,1,,305535720,3974721,White,Male,No,28,309510441,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,1,1,Jan-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Other,FOLLOW-UP,,Yes,,,327581,Central Precinct,3,,305535720,3974721,White,Male,No,28,309510441,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,1,1,Jan-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,Yes,,No weapon (unarmed),894431,Central Precinct,1,,331556701,375780,White,Female,Yes,49,331932481,Active,,,,,,,,Dispatched,,,,1,1,Apr-21
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,Yes,,No weapon (unarmed),175560,Central Precinct,19,,331556701,375780,White,Female,Yes,49,331932481,Active,,,,,,,,Dispatched,,,,1,1,Apr-21
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Assault,ASSAULT - PRIORITY,,Yes,,No weapon (unarmed),491391,Central Precinct,2,,382557121,598907,Hispanic,Female,No,39,383156028,Active,,,,,,,,Dispatched,,,,1,1,May-21
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Behavioral Health,ECIT,,Yes,,,684512,Central Precinct,1,,508557262,232621,Black,Male,Yes,44,508789883,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Jun-21
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Behavioral Health,ECIT,,Yes,,,1031451,Central Precinct,2,,508557262,232621,Black,Male,Yes,44,508789883,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Jun-21
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Behavioral Health,ECIT,,Yes,,,673111,Central Precinct,4,,508557262,232621,Black,Male,Yes,44,508789883,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Jun-21
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Behavioral Health,ECIT,,Yes,,No weapon (unarmed),711211,East Precinct,1,,802529085,1452754,White,Female,No,37,8030000000000000,Active,,,,,,,,Dispatched,,,,1,1,Oct-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Behavioral Health,ECIT,,Yes,,No weapon (unarmed),777121,East Precinct,2,,802529085,1452754,White,Female,No,37,8030000000000000,Active,,,,,,,,Dispatched,,,,1,1,Oct-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),278571,North Precinct,8,,1006528477,3959297,White,Female,No,24,10100000000000000,Active,,,,,,,,Dispatched,Yes,Yes,,1,1,Aug-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),717511,North Precinct,9,,1006528477,3959297,White,Female,No,24,10100000000000000,Active,,,,,,,,Dispatched,Yes,Yes,,1,1,Aug-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),927141,East Precinct,2,,20529098,624412,White,Male,Yes,32,20500000000000,Active,,,,,,,,Dispatched,,Yes,,1,1,Oct-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),1072550,East Precinct,17,,20529098,624412,White,Male,Yes,32,20500000000000,Active,,,,,,,,Dispatched,,Yes,,1,1,Oct-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,Yes,Needle / Spit / Bodily Fluids,,591301,Central Precinct,1,,987536777,247668,White,Male,Yes,31,987784445,Active,,,,,,,,Dispatched,,Yes,,1,1,Apr-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,Yes,Needle / Spit / Bodily Fluids,,165861,Central Precinct,5,,987536777,247668,White,Male,Yes,31,987784445,Aggressive,,,,,,,,Dispatched,,Yes,,1,1,Apr-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,Yes,Needle / Spit / Bodily Fluids,,791721,Central Precinct,5,,987536777,247668,White,Male,Yes,31,987784445,Active,,,,,,,,Dispatched,,Yes,,1,1,Apr-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,Yes,Needle / Spit / Bodily Fluids,,441691,Central Precinct,7,,987536777,247668,White,Male,Yes,31,987784445,Active,,,,,,,,Dispatched,,Yes,,1,1,Apr-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - COLD,,Yes,,No weapon (unarmed),133261,East Precinct,2,,702547584,481874,White,Female,No,29,703029458,Active,,,,,,,,Dispatched,,,,1,1,Jun-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - COLD,,Yes,,No weapon (unarmed),232271,East Precinct,2,,702547584,481874,White,Female,No,29,703029458,Active,,,,,,,,Dispatched,,,,1,1,Jun-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,Yes,,No weapon (unarmed),600201,Central Precinct,4,,1011559307,436271,Black,Male,No,36,1011995578,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Dec-21
,IV,Release to Medical,Friday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0600-1159,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,,,340482,Central Precinct,0,,774546685,1780961,White,Female,No,19,776327646,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Mar-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0600-1159,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,,,753121,Central Precinct,3,,774546685,1780961,White,Female,No,19,776327646,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Mar-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0600-1159,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,,,311971,Central Precinct,4,,774546685,1780961,White,Female,No,19,776327646,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Mar-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1200-1759,Assist,MEDICAL ASSIST,,No,,,843230,Central Precinct,11,,611526383,609927,White,Male,Yes,33,610000000000000,Active,Active,,,,,,,Dispatched,Yes,Yes,Weapon Present or reported but not used or threatened use,1,1,Mar-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,No weapon (unarmed),554201,Central Precinct,2,,972539107,489866,White,Female,No,48,973028973,Active,Aggressive,,,,,,,Dispatched,,,,1,1,Oct-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),916731,East Precinct,6,,20529098,624412,White,Male,Yes,32,20500000000000,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Oct-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,Control Against Resistance,Control Against Resistance,,,,,,1200-1759,Assist,ASSIST - CITIZEN OR AGENCY,,Yes,Needle / Spit / Bodily Fluids,,227170,North Precinct,12,,633535964,1971398,Black,Female,No,29,635507362,Active,Aggressive,Active,,,,,,Dispatched,,,,1,1,Jan-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,Control Against Resistance,Control Against Resistance,,,,,,1200-1759,Assist,ASSIST - CITIZEN OR AGENCY,,Yes,Needle / Spit / Bodily Fluids,,550700,North Precinct,16,,633535964,1971398,Black,Female,No,29,635507362,Active,Aggressive,Active,,,,,,Dispatched,,,,1,1,Jan-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,Hobble,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,Yes,Needle / Spit / Bodily Fluids,,703211,Central Precinct,1,,987536777,247668,White,Male,Yes,31,987784445,Aggressive,Aggressive,,,,,,,Dispatched,,Yes,,1,1,Apr-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,Hobble,Control Against Resistance,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,Yes,Needle / Spit / Bodily Fluids,,1084151,Central Precinct,2,,987536777,247668,White,Male,Yes,31,987784445,Aggressive,Aggressive,Active,,,,,,Dispatched,,Yes,,1,1,Apr-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,Resisted HC,,,,,,,1800-2359,Assault,ASSAULT - PRIORITY,,Yes,,No weapon (unarmed),438291,Central Precinct,3,,382557121,598907,Hispanic,Female,No,39,383156028,Active,Active,,,,,,,Dispatched,,,,1,1,May-21
,IV,Release to Medical,Friday,,,,Control Against Resistance,Resisted HC,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),293271,East Precinct,1,,20529098,624412,White,Male,Yes,32,20500000000000,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Oct-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,Resisted HC,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),882131,East Precinct,2,,20529098,624412,White,Male,Yes,32,20500000000000,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Oct-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,Resisted HC,Control Against Resistance,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,No weapon (unarmed),777521,Central Precinct,10,,201547189,243336,Black,Male,No,54,201790525,Aggressive,Active,Active,,,,,,Dispatched,,Yes,,1,1,May-20
,IV,Release to Medical,Friday,,,,Control Against Resistance,Takedown (IV),,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,Yes,,No weapon (unarmed),998141,Central Precinct,1,,612556834,239056,Hispanic,Male,Unknown,,612795890,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Apr-21
,IV,Release to Medical,Friday,,,,Control Against Resistance,Takedown (IV),,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,Yes,,No weapon (unarmed),674411,Central Precinct,2,,612556834,239056,Hispanic,Male,Unknown,,612795890,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Apr-21
,IV,Release to Medical,Friday,,,,Control Against Resistance,Takedown (IV),,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,Yes,,No weapon (unarmed),933241,Central Precinct,3,,612556834,239056,Hispanic,Male,Unknown,,612795890,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Apr-21
,IV,Release to Medical,Friday,,,,Control Against Resistance,Takedown (IV),,,,,,,0600-1159,Assist,ASSIST - CITIZEN OR AGENCY,,Yes,,No weapon (unarmed),698511,East Precinct,9,,847525886,1642691,White,Female,No,25,1640000000000000,Active,Active,,,,,,,Dispatched,,,,1,1,Jan-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,Takedown (IV),,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Yes,,No weapon (unarmed),645809,Central Precinct,21,,127535959,123737,White,Female,Unknown,,127659696,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Jan-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,Takedown (IV),,,,,,,1200-1759,Assist,ASSIST - CITIZEN OR AGENCY,,Yes,,No weapon (unarmed),676211,East Precinct,0,,847525886,1642691,White,Female,No,25,1640000000000000,Active,Active,,,,,,,Dispatched,,,,1,1,Jan-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,Takedown (IV),,,,,,,1200-1759,Assist,ASSIST - CITIZEN OR AGENCY,,Yes,,No weapon (unarmed),837328,East Precinct,24,,847525886,1642691,White,Female,No,25,1640000000000000,Active,Active,,,,,,,Dispatched,,,,1,1,Jan-18
,IV,Release to Medical,Friday,,,,Control Against Resistance,Takedown (IV),,,,,,,1800-2359,Threat,THREAT - WITH WEAPON *H,,,,No weapon (unarmed),813721,Central Precinct,6,,181536049,402058,White,Male,No,39,181938107,Aggressive,Aggressive,,,,,,,Dispatched,Yes,,,1,1,Feb-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,Takedown (IV),Control Against Resistance,,,,,,1200-1759,Other,FOLLOW-UP,,Yes,,,348581,Central Precinct,8,,305535720,3974721,White,Male,No,28,309510441,Active,Active,Active,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,1,1,Jan-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,Takedown (IV),Control Against Resistance,,,,,,1200-1759,Other,FOLLOW-UP,,Yes,,,856430,Central Precinct,10,,305535720,3974721,White,Male,No,28,309510441,Active,Active,Active,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,1,1,Jan-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,Takedown (IV),Control Against Resistance,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,Yes,Needle / Spit / Bodily Fluids,,366981,Central Precinct,11,,987536777,247668,White,Male,Yes,31,987784445,Active,Active,Active,,,,,,Dispatched,,Yes,,1,1,Apr-19
,IV,Release to Medical,Friday,,,,Control Against Resistance,Takedown (IV),Control Against Resistance,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,Yes,Needle / Spit / Bodily Fluids,,714808,Central Precinct,26,,987536777,247668,White,Male,Yes,31,987784445,Active,Active,Active,,,,,,Dispatched,,Yes,,1,1,Apr-19
,IV,Release to Medical,Friday,,,,Hobble,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),583502,North Precinct,1,,100557768,616376,White,Female,Yes,40,101174144,Active,,,,,,,,Dispatched,,,,1,1,Jul-21
,IV,Release to Medical,Friday,,,,Hobble,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),990840,North Precinct,17,,100557768,616376,White,Female,Yes,40,101174144,Active,,,,,,,,Dispatched,,,,1,1,Jul-21
